pc,count
0x8031bc,3
0x8031c4,3
0x8031c8,3
0x8031cc,3
0x8031d0,3
0x8031d4,3
0x8031d8,3
0x8031dc,3
0x8031e0,3
0x8031e4,3
0x8031ec,3
0x8031f0,3
0x8031f4,3
0x8031f8,3
0x8031fc,3
0x803200,3
0x803204,3
0x803208,3
0x80320c,3
0x803210,3
0x803214,3
0x803218,3
0x803220,3
0x803224,3
0x803228,3
0x803234,3
0x803238,3
0x80323c,3
0x803240,3
0x803244,3
0x803248,3
0x80324c,3
0x803250,3
0x803254,3
0x803258,3
0x80325c,3
0x803260,3
0x803264,3
0x803268,3
0x80326c,3
0x803270,3
0x803274,3
0x803278,3
0x80327c,3
0x803280,3
0x803284,3
0x803288,3
0x80328c,3
0x803290,3
0x803294,3
0x803298,3
0x80329c,3
0x8032a0,3
0x8032a4,3
0x8032a8,3
0x8032ac,3
0x8032b0,3
0x8032b4,3
0x8032b8,3
0x8032bc,3
0x8032c0,3
0x8032c4,3
0x8032c8,3
0x8032cc,3
0x8032d0,3
0x8032d4,3
0x8032d8,3
0x8032dc,3
0x8032e0,3
0x8032e4,2
0x8032e8,2
0x8032fc,1
0x803300,1
0x803304,1
0x803308,1
0x80330c,1
0x803310,1
0x803314,1
0x803318,1
0x80331c,1
0x803320,1
0x803324,1
0x803328,1
0x80332c,3
0x803330,3
0x803334,1
0x803338,1
0x80333c,1
0x803340,1
0x803344,1
0x803348,1
0x80334c,1
0x803350,1
0x803354,1
0x80335c,3
0x803360,3
0x803364,3
0x803368,3
0x80336c,3
0x803370,3
0x803374,3
0x803378,3
0x80337c,3
0x803380,3
0x803384,3
0x803388,3
0x80338c,3
0x803390,3
0x803394,3
0x803398,3
0x80339c,3
0x8033a0,3
0x8033a4,3
0x8033a8,3
0x8033ac,3
0x8033b0,3
0x8033b4,3
0x8033b8,3
0x8033bc,3
0x8033c0,3
0x8033c4,3
0x8033c8,3
0x8033d0,3
0x8033d4,3
0x8033d8,3
0x8033dc,3
0x8033e0,3
0x8033e4,3
0x8033e8,3
0x8033ec,3
0x8033f0,3
0x8033f4,3
0x8033f8,3
0x8033fc,3
0x803400,3
0x803404,3
0x803408,3
0x80340c,3
0x803410,3
0x803414,3
0x803418,3
0x80341c,3
0x803420,3
0x803424,3
0x803428,3
0x803430,3
0x803434,3
0x803438,3
0x80343c,3
0x803440,3
0x803444,3
0x803448,3
0x80344c,3
0x803450,3
0x803454,3
0x803458,3
0x80345c,3
0x803460,3
0x803464,3
0x803468,3
0x80346c,3
0x803470,3
0x803474,3
0x803478,3
0x80347c,3
0x803480,3
0x803484,3
0x803488,3
0x80348c,3
0x803490,3
0x803494,3
0x803498,3
0x80349c,3
0x8034a0,3
0x8034a4,3
0x8034a8,3
0x8034ac,3
0x8034b0,3
0x8034b4,3
0x8034b8,3
0x8034bc,3
0x8034c0,3
0x8034c4,3
0x8034c8,3
0x8034cc,3
0x8034d0,3
